t,date,g
76,2014-04-24,1.7726
77,2014-04-25,-13.9195
78,2014-04-28,-5.6632
79,2014-04-29,4.4156
80,2014-04-30,3.7242
81,2014-05-01,6.688
82,2014-05-02,-4.8463
83,2014-05-05,-1.8417
84,2014-05-06,-4.9779
85,2014-05-07,-2.5263
86,2014-05-08,-2.5519
87,2014-05-09,-3.877
88,2014-05-12,6.4289
89,2014-05-13,3.7801
90,2014-05-14,-3.1461
91,2014-05-15,-1.2695
92,2014-05-16,3.7895
93,2014-05-19,4.3503
94,2014-05-20,-2.4767
95,2014-05-21,3.0921
96,2014-05-22,-5.5933
97,2014-05-23,0.6276
98,2014-05-27,1.2506
99,2014-05-28,-2.5075
100,2014-05-29,1.8829
101,2014-05-30,-1.8829
102,2014-06-02,-1.8971
103,2014-06-03,-1.9115
104,2014-06-04,6.3161
105,2014-06-05,2.4828
106,2014-06-06,-1.2383
107,2014-06-09,0.6199
108,2014-06-10,7.9233
109,2014-06-11,5.343
110,2014-06-12,0.0
111,2014-06-13,-0.5881
112,2014-06-16,9.2487
113,2014-06-17,1.697
114,2014-06-18,-3.9775
115,2014-06-19,-2.3014
116,2014-06-20,-15.4942
117,2014-06-23,-5.5933
118,2014-06-24,-4.4379
119,2014-06-25,1.276
120,2014-06-26,4.4156
121,2014-06-27,4.9535
122,2014-06-30,4.858
123,2014-07-01,1.7979
124,2014-07-02,7.0659
125,2014-07-03,-5.8744
126,2014-07-07,1.1859
127,2014-07-08,-2.3774
128,2014-07-09,0.5964
129,2014-07-10,3.5494
130,2014-07-11,4.656
131,2014-07-14,15.1077
132,2014-07-15,-6.0461
133,2014-07-16,7.13
134,2014-07-17,-4.9146
135,2014-07-18,-44.5154
136,2014-07-21,-3.3115
137,2014-07-22,1.3298
138,2014-07-23,-2.6667
139,2014-07-24,-2.0187
140,2014-07-25,2.0187
141,2014-07-28,-2.0187
142,2014-07-29,4.0214
143,2014-07-30,1.9869
144,2014-07-31,5.8683
145,2014-08-01,3.8376
146,2014-08-04,1.8971
147,2014-08-05,4.9903
148,2014-08-06,2.4586
149,2014-08-07,-1.2263
150,2014-08-08,1.2263
151,2014-08-11,1.2203
152,2014-08-12,-3.6789
153,2014-08-13,1.8462
154,2014-08-14,-1.8462
155,2014-08-15,3.0695
156,2014-08-18,4.8347
157,2014-08-19,3.5661
158,2014-08-20,0.5895
159,2014-08-21,-2.3662
160,2014-08-22,0.5936
161,2014-08-25,-4.1851
162,2014-08-26,0.6022
163,2014-08-27,-1.8108
164,2014-08-28,-1.2145
165,2014-08-29,1.8195
166,2014-09-02,-0.605
167,2014-09-03,1.8108
168,2014-09-04,-2.4173
169,2014-09-05,0.0
170,2014-09-08,-1.2174
171,2014-09-09,-3.0695
172,2014-09-10,0.0
173,2014-09-11,0.0
174,2014-09-12,-7.5229
175,2014-09-15,-3.2021
176,2014-09-16,-6.5289
177,2014-09-17,0.6606
178,2014-09-18,3.9274
179,2014-09-19,-4.5879
180,2014-09-22,-3.329
181,2014-09-23,-4.7357
182,2014-09-24,0.682
183,2014-09-25,-4.8132
184,2014-09-26,-2.0913
185,2014-09-29,-3.5245
186,2014-09-30,-10.1393
187,2014-10-01,-4.4735
188,2014-10-02,2.9911
189,2014-10-03,0.7423
190,2014-10-06,-2.9823
191,2014-10-07,-6.0726
192,2014-10-08,0.0
193,2014-10-09,-26.7216
194,2014-10-10,-20.4557
195,2014-10-13,1.8462
196,2014-10-14,-11.2855
197,2014-10-15,-0.9637
198,2014-10-16,2.88
199,2014-10-17,7.5229
200,2014-10-20,-4.6755
201,2014-10-21,9.2657
202,2014-10-22,-12.1132
203,2014-10-23,4.7281
204,2014-10-24,-0.9385
205,2014-10-27,-1.8876
206,2014-10-28,5.6211
207,2014-10-29,4.5903
208,2014-10-30,-1.8261
209,2014-10-31,4.5407
210,2014-11-03,6.2225
211,2014-11-04,-3.5369
212,2014-11-05,-2.6856
213,2014-11-06,-3.626
214,2014-11-07,1.8195
215,2014-11-10,-1.8195
216,2014-11-11,-2.7541
217,2014-11-12,-1.8529
218,2014-11-13,-4.6929
219,2014-11-14,-4.7819
220,2014-11-17,5.7275
221,2014-11-18,-1.8947
222,2014-11-19,-1.9091
223,2014-11-20,5.6845
224,2014-11-21,7.3851
225,2014-11-24,5.4002
226,2014-11-25,0.0
227,2014-11-26,0.8889
228,2014-11-28,-4.4761
229,2014-12-01,-11.0787
230,2014-12-02,0.9421
231,2014-12-03,5.5796
232,2014-12-04,-4.641
233,2014-12-05,-2.8262
234,2014-12-08,-7.6953
235,2014-12-09,0.9749
236,2014-12-10,-10.9366
237,2014-12-11,1.0141
238,2014-12-12,3.018
239,2014-12-15,-5.0503
240,2014-12-16,3.0423
241,2014-12-17,4.9903
242,2014-12-18,0.0
243,2014-12-19,1.9688
244,2014-12-22,8.6739
245,2014-12-23,0.9456
246,2014-12-24,-1.8947
247,2014-12-26,0.0
248,2014-12-29,0.9492
249,2014-12-30,-2.8583
250,2014-12-31,3.8038
251,2015-01-02,1.8806
252,2015-01-05,-2.8262
253,2015-01-06,-2.8583
254,2015-01-07,-4.837
255,2015-01-08,2.9133
256,2015-01-09,1.9237
257,2015-01-12,0.0
258,2015-01-13,2.8583
259,2015-01-14,-2.8583
260,2015-01-15,-10.7667
261,2015-01-16,-13.3473
262,2015-01-20,-16.334
263,2015-01-21,22.5823
264,2015-01-22,2.0488
265,2015-01-23,-2.0488
266,2015-01-26,15.9421
267,2015-01-27,8.5432
268,2015-01-28,-6.6195
269,2015-01-29,-1.9237
270,2015-01-30,-3.892
271,2015-02-02,9.6195
272,2015-02-03,8.3544
273,2015-02-04,8.0863
274,2015-02-05,37.7066
275,2015-02-06,-22.2732
276,2015-02-09,0.8303
277,2015-02-10,0.0
278,2015-02-11,2.4747
279,2015-02-12,4.0712
280,2015-02-13,2.4115
281,2015-02-17,-3.2205
282,2015-02-18,-2.4427
283,2015-02-19,-2.0538
284,2015-02-20,0.4121
285,2015-02-23,0.0
286,2015-02-24,4.0844
287,2015-02-25,-0.8116
288,2015-02-26,-1.6311
289,2015-02-27,2.4427
290,2015-03-02,7.9753
291,2015-03-03,-5.5561
292,2015-03-04,-7.3285
293,2015-03-05,-5.851
294,2015-03-06,-5.1256
295,2015-03-09,0.8615
296,2015-03-10,-0.8615
297,2015-03-11,-7.0005
298,2015-03-12,-7.2005
299,2015-03-13,-0.9147
300,2015-03-16,0.9147
301,2015-03-17,0.9114
302,2015-03-18,-1.8261
303,2015-03-19,-0.918
304,2015-03-20,5.4587
305,2015-03-23,3.5745
306,2015-03-24,-4.4761
307,2015-03-25,-14.8826
308,2015-03-26,1.9091
309,2015-03-27,6.5702
310,2015-03-30,-1.8598
311,2015-03-31,-1.8736
312,2015-04-01,0.9385
313,2015-04-02,0.0
314,2015-04-06,0.9351
315,2015-04-07,0.0
316,2015-04-08,0.9316
317,2015-04-09,0.9282
318,2015-04-10,3.6789
319,2015-04-13,1.8195
320,2015-04-14,-10.1739
321,2015-04-15,2.8157
322,2015-04-16,15.3872
323,2015-04-17,-27.3325
324,2015-04-20,-8.4588
325,2015-04-21,-14.5826
326,2015-04-22,-7.6205
327,2015-04-23,5.4666
328,2015-04-24,-3.2657
329,2015-04-27,4.3449
330,2015-04-28,-3.2517
331,2015-04-29,-3.2942
332,2015-04-30,-2.2203
333,2015-05-01,5.5144
334,2015-05-04,0.0
335,2015-05-05,-3.2942
336,2015-05-06,1.1028
337,2015-05-07,3.2799
338,2015-05-08,-1.0886
339,2015-05-11,1.0886
340,2015-05-12,3.2377
341,2015-05-13,2.1356
342,2015-05-14,-4.2895
343,2015-05-15,-1.0839
344,2015-05-18,3.2377
345,2015-05-19,-7.6205
346,2015-05-20,4.3827
347,2015-05-21,-4.3827
348,2015-05-22,0.0
349,2015-05-26,-6.7204
350,2015-05-27,6.7204
351,2015-05-28,-1.1077
352,2015-05-29,1.1077
353,2015-06-01,-3.3378
354,2015-06-02,5.5387
355,2015-06-03,-2.2009
356,2015-06-04,5.4666
357,2015-06-05,0.0
358,2015-06-08,-2.1724
359,2015-06-09,-2.1913
360,2015-06-10,3.2799
361,2015-06-11,0.0
362,2015-06-12,-1.0886
363,2015-06-15,1.0886
364,2015-06-16,3.2377
365,2015-06-17,12.5503
366,2015-06-18,5.0503
367,2015-06-19,5.9297
368,2015-06-22,3.877
369,2015-06-23,-0.9637
370,2015-06-24,0.9637
371,2015-06-25,-3.877
372,2015-06-26,-10.98
373,2015-06-29,-13.6249
374,2015-06-30,6.3801
375,2015-07-01,2.0913
376,2015-07-02,11.2018
377,2015-07-06,-6.0483
378,2015-07-07,-42.0976
379,2015-07-08,-9.8354
380,2015-07-09,-3.7895
381,2015-07-10,-2.5584
382,2015-07-13,0.0
383,2015-07-14,11.3136
384,2015-07-15,-11.3136
385,2015-07-16,-11.8455
386,2015-07-17,-11.0181
387,2015-07-20,1.4039
388,2015-07-21,0.0
389,2015-07-22,-1.4039
390,2015-07-23,-4.2593
391,2015-07-24,-13.2275
392,2015-07-27,-7.6602
393,2015-07-28,22.3155
394,2015-07-29,25.6952
395,2015-07-30,-3.887
396,2015-07-31,0.0
397,2015-08-03,32.9962
398,2015-08-04,-8.1485
399,2015-08-05,3.5245
400,2015-08-06,-5.9019
401,2015-08-07,-2.4
402,2015-08-10,-20.0703
403,2015-08-11,-3.9479
404,2015-08-12,0.0
405,2015-08-13,-15.0288
406,2015-08-14,6.9426
407,2015-08-17,-5.5387
408,2015-08-18,0.0
409,2015-08-19,0.0
410,2015-08-20,-14.4039
411,2015-08-21,11.5882
412,2015-08-24,-4.2834
413,2015-08-25,-13.3051
414,2015-08-26,8.9477
415,2015-08-27,8.6408
416,2015-08-28,9.7202
417,2015-08-31,-5.5084
418,2015-09-01,-14.322
419,2015-09-02,8.6905
420,2015-09-03,2.8315
421,2015-09-04,4.1885
422,2015-09-08,8.1737
423,2015-09-09,-4.0537
424,2015-09-10,-1.3659
425,2015-09-11,22.269
426,2015-09-14,-25.0232
427,2015-09-15,5.4785
428,2015-09-16,4.0321
429,2015-09-17,0.0
430,2015-09-18,-2.6809
431,2015-09-21,-8.2181
432,2015-09-22,-11.3918
433,2015-09-23,-4.4083
434,2015-09-24,2.9474
435,2015-09-25,-1.4694
436,2015-09-28,-7.4783
437,2015-09-29,1.5135
438,2015-09-30,7.4342
439,2015-10-01,2.9133
440,2015-10-02,12.7086
441,2015-10-05,-4.1654
442,2015-10-06,4.1654
443,2015-10-07,4.0977
444,2015-10-08,9.3098
445,2015-10-09,3.887
446,2015-10-12,-11.8455
447,2015-10-13,6.6495
448,2015-10-14,3.9071
449,2015-10-15,2.5715
450,2015-10-16,-3.8671
451,2015-10-19,8.9326
452,2015-10-20,1.2506
453,2015-10-21,9.7876
454,2015-10-22,4.7549
455,2015-10-23,8.111
456,2015-10-26,-6.9362
457,2015-10-27,0.0
458,2015-10-28,3.492
459,2015-10-29,-5.8471
460,2015-10-30,-1.1859
461,2015-11-02,8.1863
462,2015-11-03,10.149
463,2015-11-04,-9.001
464,2015-11-05,0.0
465,2015-11-06,-5.7934
466,2015-11-09,-4.7325
467,2015-11-10,-10.9848
468,2015-11-11,6.1617
469,2015-11-12,-8.6692
470,2015-11-13,-1.2632
471,2015-11-16,0.0
472,2015-11-17,-1.2695
473,2015-11-18,17.2164
474,2015-11-19,2.3662
475,2015-11-20,9.2487
476,2015-11-23,0.0
477,2015-11-24,13.2662
478,2015-11-25,4.2713
479,2015-11-27,-5.3505
480,2015-11-30,3.2239
481,2015-12-01,-2.1447
482,2015-12-02,-7.6535
483,2015-12-03,-4.4801
484,2015-12-04,5.5878
485,2015-12-07,8.1561
486,2015-12-08,3.7177
487,2015-12-09,-4.2533
488,2015-12-10,10.5015
489,2015-12-11,-9.4315
490,2015-12-14,-2.1447
491,2015-12-15,2.1447
492,2015-12-16,18.5226
493,2015-12-17,1.9765
494,2015-12-18,-11.0676
495,2015-12-21,8.0971
496,2015-12-22,22.8383
497,2015-12-23,5.4002
498,2015-12-24,7.8893
499,2015-12-28,6.8112
500,2015-12-29,0.0
501,2015-12-30,-1.6856
502,2015-12-31,-9.478
503,2016-01-04,-8.9371
504,2016-01-05,-1.8261
505,2016-01-06,-23.5147
506,2016-01-07,-24.2698
507,2016-01-08,-15.4159
508,2016-01-11,22.515
509,2016-01-12,5.3279
510,2016-01-13,-15.2115
511,2016-01-14,-4.5203
512,2016-01-15,-21.4091
513,2016-01-19,-10.132
514,2016-01-20,-20.1708
515,2016-01-21,37.6431
516,2016-01-22,-8.5848
517,2016-01-25,12.1763
518,2016-01-26,-6.0146
519,2016-01-27,7.2005
520,2016-01-28,-5.986
521,2016-01-29,14.1345
522,2016-02-01,-6.9682
523,2016-02-02,-18.3131
524,2016-02-03,9.9323
525,2016-02-04,2.4231
526,2016-02-05,-13.6249
527,2016-02-08,-6.4454
528,2016-02-09,-3.9479
529,2016-02-10,-8.0863
530,2016-02-11,2.7244
531,2016-02-12,-4.0977
532,2016-02-16,0.0
533,2016-02-17,9.4596
534,2016-02-18,1.3228
535,2016-02-19,0.0
536,2016-02-22,12.8599
537,2016-02-23,-5.0655
538,2016-02-24,6.3161
539,2016-02-25,1.2444
540,2016-02-26,4.9172
541,2016-02-29,8.3808
542,2016-03-01,4.6668
543,2016-03-02,15.6851
544,2016-03-03,14.7657
545,2016-03-04,-9.3924
546,2016-03-07,10.4147
547,2016-03-08,-17.9699
548,2016-03-09,-4.4212
549,2016-03-10,0.0
550,2016-03-11,27.4413
551,2016-03-14,19.246
552,2016-03-15,-22.264
553,2016-03-16,13.7847
554,2016-03-17,15.7842
555,2016-03-18,11.4365
556,2016-03-21,-11.4365
557,2016-03-22,-0.9016
558,2016-03-23,-10.1366
559,2016-03-24,10.1366
560,2016-03-28,-0.9048
561,2016-03-29,7.1494
562,2016-03-30,0.0
563,2016-03-31,-0.8827
564,2016-04-01,-1.7747
565,2016-04-04,0.0
566,2016-04-05,-6.3116
567,2016-04-06,3.626
568,2016-04-07,-14.8278
569,2016-04-08,9.3691
570,2016-04-11,1.8327
571,2016-04-12,4.5244
572,2016-04-13,-0.8984
573,2016-04-14,-7.3049
574,2016-04-15,-1.8598
575,2016-04-18,5.5387
576,2016-04-19,-13.1182
577,2016-04-20,7.5795
578,2016-04-21,-7.5795
579,2016-04-22,105.9955
580,2016-04-25,-36.6451
581,2016-04-26,14.8904
582,2016-04-27,4.7742
583,2016-04-28,-8.2405
584,2016-04-29,-4.2236
585,2016-05-02,13.1388
586,2016-05-03,-9.6142
587,2016-05-04,0.0
588,2016-05-05,4.1654
589,2016-05-06,1.3733
590,2016-05-09,-2.0628
591,2016-05-10,-0.6914
592,2016-05-11,0.6914
593,2016-05-12,-4.1769
594,2016-05-13,5.5539
595,2016-05-16,8.1079
596,2016-05-17,0.0
597,2016-05-18,3.3028
598,2016-05-19,-4.6361
599,2016-05-20,6.5972
600,2016-05-23,10.8335
601,2016-05-24,9.7876
602,2016-05-25,-1.2029
603,2016-05-26,10.0459
604,2016-05-27,14.0819
605,2016-05-31,-1.6489
606,2016-06-01,-7.8406
607,2016-06-02,-11.0468
608,2016-06-03,-4.8001
609,2016-06-06,18.1121
610,2016-06-07,2.245
611,2016-06-08,-2.8094
612,2016-06-09,3.3675
613,2016-06-10,-11.4047
614,2016-06-13,4.624
615,2016-06-14,-0.5734
616,2016-06-15,1.7162
617,2016-06-16,18.1452
618,2016-06-17,25.7006
619,2016-06-20,-7.7844
620,2016-06-21,16.7265
621,2016-06-22,-20.7108
622,2016-06-23,9.3618
623,2016-06-24,-16.4895
624,2016-06-27,-8.4008
625,2016-06-28,20.4991
626,2016-06-29,0.4917
627,2016-06-30,0.4907
628,2016-07-01,-3.4555
629,2016-07-05,-5.5276
630,2016-07-06,4.0321
631,2016-07-07,-1.002
632,2016-07-08,3.9843
633,2016-07-11,-4.4868
634,2016-07-12,6.4555
635,2016-07-13,-2.4634
636,2016-07-14,3.9299
637,2016-07-15,-1.4665
638,2016-07-18,17.5169
639,2016-07-19,-4.6155
640,2016-07-20,0.0
641,2016-07-21,-9.0094
642,2016-07-22,28.2828
643,2016-07-25,34.6189
644,2016-07-26,10.3172
645,2016-07-27,-4.7377
646,2016-07-28,-1.1061
647,2016-07-29,1.4737
648,2016-08-01,-8.2141
649,2016-08-02,-14.8508
650,2016-08-03,1.6051
651,2016-08-04,6.7099
652,2016-08-05,5.3947
653,2016-08-08,2.6547
654,2016-08-09,-3.0362
655,2016-08-10,-4.2354
656,2016-08-11,3.4706
657,2016-08-12,5.6802
658,2016-08-15,8.106
659,2016-08-16,-6.2407
660,2016-08-17,-3.7445
661,2016-08-18,13.2275
662,2016-08-19,19.9504
663,2016-08-22,-1.3263
664,2016-08-23,2.9745
665,2016-08-24,-8.0113
666,2016-08-25,1.1843
667,2016-08-26,6.827
668,2016-08-29,-2.6422
669,2016-08-30,-3.3422
670,2016-08-31,-3.0464
671,2016-09-01,-1.7085
672,2016-09-02,5.4269
673,2016-09-06,-5.7699
674,2016-09-07,-17.7789
675,2016-09-08,-23.742
676,2016-09-09,-13.5125
677,2016-09-12,1.7027
678,2016-09-13,-8.631
679,2016-09-14,12.8381
680,2016-09-15,-0.8358
681,2016-09-16,1.2527
682,2016-09-19,4.5407
683,2016-09-20,0.4088
684,2016-09-21,4.8541
685,2016-09-22,3.1849
686,2016-09-23,7.0221
687,2016-09-26,-9.008
688,2016-09-27,8.6229
689,2016-09-28,1.9193
690,2016-09-29,3.0408
691,2016-09-30,8.9081
692,2016-10-03,1.4545
693,2016-10-04,0.7241
694,2016-10-05,-6.9648
695,2016-10-06,6.603
696,2016-10-07,-7.7205
697,2016-10-10,3.3378
698,2016-10-11,-12.8484
699,2016-10-12,4.6099
700,2016-10-13,-4.9979
701,2016-10-14,9.8986
702,2016-10-17,-3.0045
703,2016-10-18,2.2567
704,2016-10-19,1.4933
705,2016-10-20,6.975
706,2016-10-21,-16.4569
707,2016-10-24,18.081
708,2016-10-25,17.2063
709,2016-10-26,-7.1567
710,2016-10-27,-6.3003
711,2016-10-28,3.1699
712,2016-10-31,1.0478
713,2016-11-01,-4.9275
714,2016-11-02,-12.0109
715,2016-11-03,-2.2467
716,2016-11-04,-5.3215
717,2016-11-07,14.9156
718,2016-11-08,1.4441
719,2016-11-09,-2.1693
720,2016-11-10,-24.5816
721,2016-11-11,15.1479
722,2016-11-14,3.9274
723,2016-11-15,6.5934
724,2016-11-16,24.1168
725,2016-11-17,24.7042
726,2016-11-18,7.3389
727,2016-11-21,6.5681
728,2016-11-22,-7.1474
729,2016-11-23,3.1699
730,2016-11-25,-0.8606
731,2016-11-28,1.7182
732,2016-11-29,2.8379
733,2016-11-30,-0.565
734,2016-12-01,-15.1537
735,2016-12-02,4.1703
736,2016-12-05,4.3929
737,2016-12-06,21.4183
738,2016-12-07,2.9164
739,2016-12-08,19.7649
740,2016-12-09,0.0
741,2016-12-12,8.1529
742,2016-12-13,-3.3252
743,2016-12-14,0.239
744,2016-12-15,7.298
745,2016-12-16,-4.6841
746,2016-12-19,6.7639
747,2016-12-20,12.5689
748,2016-12-21,-0.8773
749,2016-12-22,2.8401
750,2016-12-23,-0.4349
751,2016-12-27,10.4438
752,2016-12-28,-11.0975
753,2016-12-29,0.8712
754,2016-12-30,-5.4952
755,2017-01-03,1.9921
756,2017-01-04,0.0
757,2017-01-05,-4.2242
758,2017-01-06,1.7872
759,2017-01-09,3.7563
760,2017-01-10,-1.099
761,2017-01-11,-5.343
762,2017-01-12,-10.0997
763,2017-01-13,-4.2513
764,2017-01-17,-18.7852
765,2017-01-18,1.535
766,2017-01-19,-2.8214
767,2017-01-20,-0.5164
768,2017-01-23,4.1018
769,2017-01-24,13.1293
770,2017-01-25,-2.1818
771,2017-01-26,4.1055
772,2017-01-27,3.5678
773,2017-01-30,-1.4211
774,2017-01-31,-5.7657
775,2017-02-01,38.0462
776,2017-02-02,4.5556
777,2017-02-03,-0.8222
778,2017-02-06,27.1061
779,2017-02-07,-6.3659
780,2017-02-08,5.0683
781,2017-02-09,-2.6153
782,2017-02-10,2.9867
783,2017-02-13,-1.6757
784,2017-02-14,-4.3336
785,2017-02-15,0.759
786,2017-02-16,-6.3315
787,2017-02-17,3.0897
788,2017-02-21,16.1677
789,2017-02-22,4.9903
790,2017-02-23,0.7049
791,2017-02-24,-3.5444
792,2017-02-27,18.5732
793,2017-02-28,-12.5771
794,2017-03-01,8.5664
795,2017-03-02,-18.5198
796,2017-03-03,-16.2879
797,2017-03-06,0.1933
798,2017-03-07,0.1932
799,2017-03-08,3.2616
800,2017-03-09,2.0881
801,2017-03-10,10.7329
802,2017-03-13,6.6155
803,2017-03-14,-3.1967
804,2017-03-15,-2.1539
805,2017-03-16,-6.0198
806,2017-03-17,-2.9713
807,2017-03-20,16.4504
808,2017-03-21,-10.3601
809,2017-03-22,5.0546
810,2017-03-23,-5.6022
811,2017-03-24,-1.6501
812,2017-03-27,0.0
813,2017-03-28,-0.184
814,2017-03-29,0.3679
815,2017-03-30,6.1732
816,2017-03-31,8.8121
817,2017-04-03,1.554
818,2017-04-04,-8.4008
819,2017-04-05,0.1779
820,2017-04-06,-16.5365
821,2017-04-07,4.7034
822,2017-04-10,-7.9526
823,2017-04-11,0.0
824,2017-04-12,-6.6268
825,2017-04-13,-9.0476
826,2017-04-17,9.6394
827,2017-04-18,3.1329
828,2017-04-19,-2.1497
829,2017-04-20,5.2441
830,2017-04-21,-2.1233
831,2017-04-24,2.5075
832,2017-04-25,6.8163
833,2017-04-26,-1.4989
834,2017-04-27,3.9157
835,2017-04-28,-5.9914
836,2017-05-01,5.9914
837,2017-05-02,-69.9188
838,2017-05-03,1.7035
839,2017-05-04,-7.1337
840,2017-05-05,2.2356
841,2017-05-08,-3.7371
842,2017-05-09,3.4897
843,2017-05-10,14.6651
844,2017-05-11,6.456
845,2017-05-12,4.2885
846,2017-05-15,3.5556
847,2017-05-16,27.7616
848,2017-05-17,-32.6636
849,2017-05-18,1.6819
850,2017-05-19,2.9994
851,2017-05-22,-8.3072
852,2017-05-23,-3.4474
853,2017-05-24,0.0
854,2017-05-25,2.0741
855,2017-05-26,0.4586
856,2017-05-30,2.7342
857,2017-05-31,1.5814
858,2017-06-01,-5.9243
859,2017-06-02,-0.6926
860,2017-06-05,7.7404
861,2017-06-06,17.117
862,2017-06-07,7.227
863,2017-06-08,10.3686
864,2017-06-09,-12.4124
865,2017-06-12,-3.9295
866,2017-06-13,-2.7244
867,2017-06-14,-4.0355
868,2017-06-15,-5.8481
869,2017-06-16,-1.3182
870,2017-06-19,10.5689
871,2017-06-20,14.5682
872,2017-06-21,25.3919
873,2017-06-22,7.1091
874,2017-06-23,-3.7072
875,2017-06-26,-1.6057
876,2017-06-27,-12.4742
877,2017-06-28,-3.2175
878,2017-06-29,-12.2951
879,2017-06-30,-2.4115
880,2017-07-03,-6.7531
881,2017-07-05,20.6967
882,2017-07-06,-3.269
883,2017-07-07,6.4962
884,2017-07-10,8.3482
885,2017-07-11,1.4556
886,2017-07-12,7.1545
887,2017-07-13,-13.7719
888,2017-07-14,7.1611
889,2017-07-17,-2.1818
890,2017-07-18,-5.9123
891,2017-07-19,1.3052
892,2017-07-20,4.6071
893,2017-07-21,1.4567
894,2017-07-24,5.033
895,2017-07-25,-0.8914
896,2017-07-26,11.3493
897,2017-07-27,-11.1708
898,2017-07-28,-3.0524
899,2017-07-31,-6.218
900,2017-08-01,1.8448
901,2017-08-02,-6.3282
902,2017-08-03,-2.4623
903,2017-08-04,-2.2944
904,2017-08-07,5.885
905,2017-08-08,-6.0772
906,2017-08-09,-5.4405
907,2017-08-10,-14.3462
908,2017-08-11,2.2768
909,2017-08-14,10.6907
910,2017-08-15,5.0832
911,2017-08-16,-7.6637
912,2017-08-17,-5.8537
913,2017-08-18,0.6119
914,2017-08-21,-6.6048
915,2017-08-22,2.4971
916,2017-08-23,6.3387
917,2017-08-24,0.4035
918,2017-08-25,-1.4152
919,2017-08-28,-4.0877
920,2017-08-29,-1.6538
921,2017-08-30,10.5608
922,2017-08-31,6.4795
923,2017-09-01,3.6564
924,2017-09-05,-5.212
925,2017-09-06,-1.173
926,2017-09-07,-4.5478
927,2017-09-08,-7.6983
928,2017-09-11,6.0971
929,2017-09-12,-5.0706
930,2017-09-13,-1.6444
931,2017-09-14,0.8235
932,2017-09-15,5.2883
933,2017-09-18,11.0268
934,2017-09-19,0.7695
935,2017-09-20,11.6357
936,2017-09-21,-6.1263
937,2017-09-22,-2.0756
938,2017-09-25,-13.425
939,2017-09-26,-3.2179
940,2017-09-27,5.8026
941,2017-09-28,0.0
942,2017-09-29,0.1977
943,2017-10-02,-0.7918
944,2017-10-03,13.698
945,2017-10-04,-2.0741
946,2017-10-05,0.5674
947,2017-10-06,-2.0866
948,2017-10-09,4.5305
949,2017-10-10,4.2666
950,2017-10-11,3.2894
951,2017-10-12,5.7438
952,2017-10-13,0.3547
953,2017-10-16,0.7079
954,2017-10-17,-1.7734
955,2017-10-18,-1.6068
956,2017-10-19,-2.1585
957,2017-10-20,-2.5418
958,2017-10-23,5.237
959,2017-10-24,2.6667
960,2017-10-25,-36.4698
961,2017-10-26,-6.7314
962,2017-10-27,-3.4876
963,2017-10-30,-21.077
964,2017-10-31,2.1888
965,2017-11-01,-4.2801
966,2017-11-02,1.164
967,2017-11-03,6.1942
968,2017-11-06,17.7184
969,2017-11-07,2.5221
970,2017-11-08,-7.2126
971,2017-11-09,-13.0279
972,2017-11-10,3.1529
973,2017-11-13,-3.8336
974,2017-11-14,0.6808
975,2017-11-15,-1.1356
976,2017-11-16,4.0646
