t,date,g
977,2017-11-17,2.8953
978,2017-11-20,-0.8873
979,2017-11-21,1.3298
980,2017-11-22,-0.664
981,2017-11-24,0.2215
982,2017-11-27,3.7367
983,2017-11-28,-8.4304
984,2017-11-29,-7.7897
985,2017-11-30,1.3923
986,2017-12-01,-3.7299
987,2017-12-04,-17.0007
988,2017-12-05,-3.0331
989,2017-12-06,2.2783
990,2017-12-07,1.006
991,2017-12-08,-2.5225
992,2017-12-11,5.5166
993,2017-12-12,-6.5328
994,2017-12-13,5.2895
995,2017-12-14,0.498
996,2017-12-15,3.9492
997,2017-12-18,16.3555
998,2017-12-19,-0.6895
999,2017-12-20,0.6895
1000,2017-12-21,-2.0741
1001,2017-12-22,-8.2322
1002,2017-12-26,-1.92
1003,2017-12-27,1.6808
1004,2017-12-28,0.4782
1005,2017-12-29,-6.5333
1006,2018-01-02,16.6005
1007,2018-01-03,12.7537
1008,2018-01-04,12.1392
1009,2018-01-05,-5.0402
1010,2018-01-08,8.3451
1011,2018-01-09,-9.6211
1012,2018-01-10,2.9672
1013,2018-01-11,3.7644
1014,2018-01-12,-2.5033
1015,2018-01-16,-2.3168
1016,2018-01-17,5.6491
1017,2018-01-18,5.9297
1018,2018-01-19,2.4134
1019,2018-01-22,1.1981
1020,2018-01-23,5.7119
1021,2018-01-24,-4.5194
1022,2018-01-25,-6.0194
1023,2018-01-26,10.7335
1024,2018-01-29,7.0991
1025,2018-01-30,-8.6606
1026,2018-01-31,16.4839
1027,2018-02-01,-9.1511
1028,2018-02-02,-15.6938
1029,2018-02-05,-18.4729
1030,2018-02-06,1.7364
1031,2018-02-07,-1.0839
1032,2018-02-08,-8.3934
1033,2018-02-09,2.0133
1034,2018-02-12,8.1121
1035,2018-02-13,2.1484
1036,2018-02-14,8.8283
1037,2018-02-15,-0.2066
1038,2018-02-16,-7.7674
1039,2018-02-20,4.2283
1040,2018-02-21,-6.3693
1041,2018-02-22,2.5671
1042,2018-02-23,4.8483
1043,2018-02-26,7.2034
1044,2018-02-27,2.2221
1045,2018-02-28,-8.5917
1046,2018-03-01,-4.4083
1047,2018-03-02,-1.9131
1048,2018-03-05,2.1248
1049,2018-03-06,-3.194
1050,2018-03-07,10.0813
1051,2018-03-08,-5.6211
1052,2018-03-09,-5.7493
1053,2018-03-12,-3.9071
1054,2018-03-13,2.6114
1055,2018-03-14,-6.136
1056,2018-03-15,2.2086
1057,2018-03-16,0.2198
1058,2018-03-19,-0.8804
1059,2018-03-20,-7.1558
1060,2018-03-21,3.3796
1061,2018-03-22,-7.9574
1062,2018-03-23,-6.5519
1063,2018-03-26,-4.545
1064,2018-03-27,-10.851
1065,2018-03-28,-4.8341
1066,2018-03-29,6.0909
1067,2018-04-02,-13.3882
1068,2018-04-03,0.5283
1069,2018-04-04,5.7394
1070,2018-04-05,6.3672
1071,2018-04-06,-10.5283
1072,2018-04-09,-2.1066
1073,2018-04-10,11.6269
1074,2018-04-11,-4.0728
1075,2018-04-12,6.5853
1076,2018-04-13,-3.7782
1077,2018-04-16,4.0281
1078,2018-04-17,10.5168
1079,2018-04-18,-3.8621
1080,2018-04-19,-6.1557
1081,2018-04-20,-3.009
1082,2018-04-23,1.2581
1083,2018-04-24,1.2519
1084,2018-04-25,-9.6739
1085,2018-04-26,32.3489
1086,2018-04-27,1.5928
1087,2018-04-30,-5.2717
1088,2018-05-01,5.7249
1089,2018-05-02,-3.6489
1090,2018-05-03,-0.9205
1091,2018-05-04,7.943
1092,2018-05-07,6.8321
1093,2018-05-08,0.4345
1094,2018-05-09,7.2738
1095,2018-05-10,3.7675
1096,2018-05-11,-3.7675
1097,2018-05-14,5.8365
1098,2018-05-15,4.4928
1099,2018-05-16,7.38
1100,2018-05-17,0.0
1101,2018-05-18,3.5136
1102,2018-05-21,-0.1939
1103,2018-05-22,-0.1941
1104,2018-05-23,2.319
1105,2018-05-24,5.8939
1106,2018-05-25,2.4312
1107,2018-05-29,-3.3725
1108,2018-05-30,8.5306
1109,2018-05-31,-1.6465
1110,2018-06-01,12.0065
1111,2018-06-04,7.7545
1112,2018-06-05,0.0
1113,2018-06-06,13.5445
1114,2018-06-07,-12.8667
1115,2018-06-08,6.0202
1116,2018-06-11,7.8095
1117,2018-06-12,1.9151
1118,2018-06-13,7.3639
1119,2018-06-14,-1.0832
1120,2018-06-15,1.3918
1121,2018-06-18,11.6038
1122,2018-06-19,-6.263
1123,2018-06-20,-2.58
1124,2018-06-21,-13.6334
1125,2018-06-22,2.4038
1126,2018-06-25,-11.2526
1127,2018-06-26,6.4218
1128,2018-06-27,-8.7675
1129,2018-06-28,5.6594
1130,2018-06-29,-5.323
1131,2018-07-02,2.8418
1132,2018-07-03,-2.6738
1133,2018-07-05,8.263
1134,2018-07-06,13.6078
1135,2018-07-09,3.8217
1136,2018-07-10,-0.9119
1137,2018-07-11,-4.2999
1138,2018-07-12,4.4521
1139,2018-07-13,-4.4521
1140,2018-07-16,4.7563
1141,2018-07-17,4.3696
1142,2018-07-18,-0.2989
1143,2018-07-19,-2.1025
1144,2018-07-20,-3.187
1145,2018-07-23,2.4319
1146,2018-07-24,-7.2115
1147,2018-07-25,-2.1886
1148,2018-07-26,33.748
1149,2018-07-27,7.9749
1150,2018-07-30,6.3069
1151,2018-07-31,-14.5566
1152,2018-08-01,2.0538
1153,2018-08-02,4.1922
1154,2018-08-03,-4.0559
1155,2018-08-06,12.4962
1156,2018-08-07,1.6804
1157,2018-08-08,0.2575
1158,2018-08-09,-6.2547
1159,2018-08-10,-0.5283
1160,2018-08-13,8.7062
1161,2018-08-14,3.677
1162,2018-08-15,-4.0605
1163,2018-08-16,-4.778
1164,2018-08-17,5.6719
1165,2018-08-20,2.6627
1166,2018-08-21,5.2424
1167,2018-08-22,6.102
1168,2018-08-23,16.226
1169,2018-08-24,18.4167
1170,2018-08-27,13.1045
1171,2018-08-28,-2.1038
1172,2018-08-29,1.5045
1173,2018-08-30,-3.1192
1174,2018-08-31,2.819
1175,2018-09-04,27.3905
1176,2018-09-05,4.0093
1177,2018-09-06,-5.9928
1178,2018-09-07,-4.1986
1179,2018-09-10,22.1032
1180,2018-09-11,1.7643
1181,2018-09-12,17.0735
1182,2018-09-13,-13.912
1183,2018-09-14,17.8708
1184,2018-09-17,-2.2435
1185,2018-09-18,-3.9156
1186,2018-09-19,-5.7475
1187,2018-09-20,-0.2423
1188,2018-09-21,-1.2965
1189,2018-09-24,12.5967
1190,2018-09-25,-0.3093
1191,2018-09-26,-2.9574
1192,2018-09-27,3.1121
1193,2018-09-28,-13.5004
1194,2018-10-01,4.2871
1195,2018-10-02,-20.0238
1196,2018-10-03,-5.1762
1197,2018-10-04,-5.8284
1198,2018-10-05,-3.9312
1199,2018-10-08,-8.3368
1200,2018-10-09,7.3212
1201,2018-10-10,-21.6243
1202,2018-10-11,3.006
1203,2018-10-12,10.1516
1204,2018-10-15,-0.7665
1205,2018-10-16,17.7825
1206,2018-10-17,-7.9949
1207,2018-10-18,-6.3564
1208,2018-10-19,-29.705
1209,2018-10-22,14.1849
1210,2018-10-23,0.6034
1211,2018-10-24,-24.2292
1212,2018-10-25,-42.2786
1213,2018-10-26,-22.4148
1214,2018-10-29,-11.4033
1215,2018-10-30,5.1808
1216,2018-10-31,14.3795
1217,2018-11-01,26.3847
1218,2018-11-02,0.1246
1219,2018-11-05,-4.1446
1220,2018-11-06,9.6887
1221,2018-11-07,13.7532
1222,2018-11-08,-7.495
1223,2018-11-09,-2.0289
1224,2018-11-12,-25.1832
1225,2018-11-13,7.5658
1226,2018-11-14,14.9673
1227,2018-11-15,8.1028
1228,2018-11-16,-9.9258
1229,2018-11-19,-19.6529
1230,2018-11-20,1.3152
1231,2018-11-21,-6.3767
1232,2018-11-23,8.597
1233,2018-11-26,8.9416
1234,2018-11-27,11.8884
1235,2018-11-28,3.448
1236,2018-11-29,1.0606
1237,2018-11-30,-1.5334
1238,2018-12-03,27.0118
1239,2018-12-04,-29.1505
1240,2018-12-06,2.1386
1241,2018-12-07,-22.7672
1242,2018-12-10,6.7715
1243,2018-12-11,-0.1261
1244,2018-12-12,6.2287
1245,2018-12-13,-7.7468
1246,2018-12-14,0.507
1247,2018-12-17,-13.9276
1248,2018-12-18,8.8107
1249,2018-12-19,-17.9407
1250,2018-12-20,-3.0715
1251,2018-12-21,-14.6023
1252,2018-12-24,-4.2026
1253,2018-12-26,18.2424
1254,2018-12-27,-5.8392
1255,2018-12-28,4.7104
1256,2018-12-31,8.8918
1257,2019-01-02,5.001
1258,2019-01-03,-25.0239
1259,2019-01-04,27.2888
1260,2019-01-07,20.0075
1261,2019-01-08,2.1956
1262,2019-01-09,-6.8944
1263,2019-01-10,-5.6802
1264,2019-01-11,6.6767
1265,2019-01-14,-0.4978
1266,2019-01-15,1.8616
1267,2019-01-16,-8.1683
1268,2019-01-17,6.5556
1269,2019-01-18,6.3894
1270,2019-01-22,-12.5622
1271,2019-01-23,0.5096
1272,2019-01-24,13.0213
1273,2019-01-25,12.7264
1274,2019-01-28,-20.9572
1275,2019-01-29,-11.8896
1276,2019-01-30,45.8359
1277,2019-01-31,14.0095
1278,2019-02-01,1.0303
1279,2019-02-04,-3.9376
1280,2019-02-05,-8.7125
1281,2019-02-06,-0.5411
1282,2019-02-07,-6.4746
1283,2019-02-08,4.1891
1284,2019-02-11,-0.9859
1285,2019-02-12,-1.5413
1286,2019-02-13,0.3311
1287,2019-02-14,3.0692
1288,2019-02-15,5.9221
1289,2019-02-19,2.8571
1290,2019-02-20,0.0
1291,2019-02-21,-0.3159
1292,2019-02-22,4.5933
1293,2019-02-25,3.5949
1294,2019-02-26,-5.1514
1295,2019-02-27,-7.7154
1296,2019-02-28,0.5361
1297,2019-03-01,1.6014
1298,2019-03-04,-3.3208
1299,2019-03-05,1.3979
1300,2019-03-06,-11.9683
1301,2019-03-07,-3.7384
1302,2019-03-08,-0.8002
1303,2019-03-11,10.6487
1304,2019-03-12,5.7509
1305,2019-03-13,-1.1828
1306,2019-03-14,-6.1094
1307,2019-03-15,5.1375
1308,2019-03-18,-0.4332
1309,2019-03-19,28.1714
1310,2019-03-20,-2.9246
1311,2019-03-21,20.6079
1312,2019-03-22,-14.1224
1313,2019-03-25,-3.8518
1314,2019-03-26,-2.7317
1315,2019-03-27,-7.9722
1316,2019-03-28,1.7153
1317,2019-03-29,4.5838
1318,2019-04-01,8.1611
1319,2019-04-02,3.7011
1320,2019-04-03,20.5256
1321,2019-04-04,0.6071
1322,2019-04-05,-0.9547
1323,2019-04-08,-3.9437
1324,2019-04-09,-11.66
1325,2019-04-10,5.3999
1326,2019-04-11,-0.3625
1327,2019-04-12,0.5435
1328,2019-04-15,-4.7497
1329,2019-04-16,5.4725
1330,2019-04-17,-4.0015
1331,2019-04-18,1.7357
1332,2019-04-22,4.5114
1333,2019-04-23,-1.885
1334,2019-04-24,4.3765
1335,2019-04-25,-7.1851
1336,2019-04-26,1.9964
1337,2019-04-29,-1.7232
1338,2019-04-30,-0.5466
1339,2019-05-01,-7.5921
1340,2019-05-02,13.5408
1341,2019-05-03,-0.6243
1342,2019-05-06,-7.2471
1343,2019-05-07,-7.0833
1344,2019-05-08,4.0321
1345,2019-05-09,1.1138
1346,2019-05-10,6.852
1347,2019-05-13,-15.9995
1348,2019-05-14,10.1642
1349,2019-05-15,2.3869
1350,2019-05-16,3.8986
1351,2019-05-17,-4.6306
1352,2019-05-20,-7.6285
1353,2019-05-21,6.2502
1354,2019-05-22,0.5522
1355,2019-05-23,-9.8432
1356,2019-05-24,0.7636
1357,2019-05-28,23.5498
1358,2019-05-29,-8.2949
1359,2019-05-30,-0.5388
1360,2019-05-31,-5.6366
1361,2019-06-03,1.5581
1362,2019-06-04,17.5567
1363,2019-06-05,-0.5973
1364,2019-06-06,19.0776
1365,2019-06-07,4.6297
1366,2019-06-10,6.2965
1367,2019-06-11,-6.2965
1368,2019-06-12,-1.7947
1369,2019-06-13,-6.2637
1370,2019-06-14,-8.4076
1371,2019-06-17,-9.8172
1372,2019-06-18,10.5632
1373,2019-06-19,0.4135
1374,2019-06-20,-4.0814
1375,2019-06-21,-7.7597
1376,2019-06-24,1.3818
1377,2019-06-25,-3.4687
1378,2019-06-26,9.0898
1379,2019-06-27,6.8135
1380,2019-06-28,-3.0516
1381,2019-07-01,6.7946
1382,2019-07-02,0.3229
1383,2019-07-03,-0.4037
1384,2019-07-05,2.4923
1385,2019-07-08,4.2834
1386,2019-07-09,8.5825
1387,2019-07-10,4.8188
1388,2019-07-11,-5.5039
1389,2019-07-12,1.1408
1390,2019-07-15,8.7985
1391,2019-07-16,-3.9884
1392,2019-07-17,-1.8681
1393,2019-07-18,-4.5407
1394,2019-07-19,-3.7699
1395,2019-07-22,2.6218
1396,2019-07-23,4.8624
1397,2019-07-24,4.6226
1398,2019-07-25,-3.2718
1399,2019-07-26,2.606
1400,2019-07-29,-4.0321
1401,2019-07-30,2.9185
1402,2019-07-31,-26.8238
1403,2019-08-01,-4.9307
1404,2019-08-02,-3.5697
1405,2019-08-05,-12.7278
1406,2019-08-06,7.7135
1407,2019-08-07,2.8651
1408,2019-08-08,37.845
1409,2019-08-09,1.998
1410,2019-08-12,-13.318
1411,2019-08-13,-2.4989
1412,2019-08-14,-15.1205
1413,2019-08-15,-4.7953
1414,2019-08-16,12.5094
1415,2019-08-19,2.413
1416,2019-08-20,-6.1585
1417,2019-08-21,7.9135
1418,2019-08-22,1.5849
1419,2019-08-23,-19.3689
1420,2019-08-26,6.235
1421,2019-08-27,-0.6667
1422,2019-08-28,4.7938
1423,2019-08-29,5.4265
1424,2019-08-30,0.0
1425,2019-09-03,-4.446
1426,2019-09-04,0.4074
1427,2019-09-05,4.4389
1428,2019-09-06,-7.6345
1429,2019-09-09,-0.4953
1430,2019-09-10,-2.2408
1431,2019-09-11,-3.9487
1432,2019-09-12,3.782
1433,2019-09-13,3.9725
1434,2019-09-16,1.1469
1435,2019-09-17,1.3044
1436,2019-09-18,-4.6782
1437,2019-09-19,-1.0792
1438,2019-09-20,-2.0047
1439,2019-09-23,4.8998
1440,2019-09-24,-9.3841
1441,2019-09-25,0.1707
1442,2019-09-26,-0.5979
1443,2019-09-27,-6.4963
1444,2019-09-30,2.358
1445,2019-10-01,-2.0073
1446,2019-10-02,-3.9741
1447,2019-10-03,3.2722
1448,2019-10-04,2.883
1449,2019-10-07,-0.6959
1450,2019-10-08,-6.1725
1451,2019-10-09,2.0448
1452,2019-10-10,-0.7094
1453,2019-10-11,11.8804
1454,2019-10-14,6.5219
1455,2019-10-15,1.5634
1456,2019-10-16,0.7372
1457,2019-10-17,2.6848
1458,2019-10-18,-1.3795
1459,2019-10-21,8.4808
1460,2019-10-22,-4.1247
1461,2019-10-23,-1.2025
1462,2019-10-24,2.8764
1463,2019-10-25,7.7448
1464,2019-10-28,7.4391
1465,2019-10-29,-4.9858
1466,2019-10-30,0.7618
1467,2019-10-31,6.0128
1468,2019-11-01,7.031
1469,2019-11-04,9.9142
1470,2019-11-05,-0.974
1471,2019-11-06,-1.5383
1472,2019-11-07,2.4429
1473,2019-11-08,0.0695
1474,2019-11-11,0.1388
1475,2019-11-12,2.7609
1476,2019-11-13,5.4999
1477,2019-11-14,5.5139
1478,2019-11-15,1.3762
1479,2019-11-18,8.4822
1480,2019-11-19,8.7558
1481,2019-11-20,-1.8991
1482,2019-11-21,-9.1419
1483,2019-11-22,-2.3704
1484,2019-11-25,4.0862
1485,2019-11-26,-5.1182
1486,2019-11-27,2.7
1487,2019-11-29,-1.668
1488,2019-12-02,-2.7181
1489,2019-12-03,1.1037
1490,2019-12-04,5.0665
1491,2019-12-05,-0.4448
1492,2019-12-06,0.0636
1493,2019-12-09,-4.491
1494,2019-12-10,3.2799
1495,2019-12-11,0.1916
1496,2019-12-12,19.1718
1497,2019-12-13,-8.6677
1498,2019-12-16,7.2436
1499,2019-12-17,2.4869
1500,2019-12-18,-2.7846
1501,2019-12-19,3.1378
1502,2019-12-20,7.6492
1503,2019-12-23,7.3685
1504,2019-12-24,5.9168
1505,2019-12-26,0.4869
1506,2019-12-27,-2.4437
1507,2019-12-30,-3.6275
1508,2019-12-31,1.8753
1509,2020-01-02,17.203
1510,2020-01-03,-2.5793
1511,2020-01-06,-1.0912
1512,2020-01-07,-0.7301
1513,2020-01-08,-2.2032
1514,2020-01-09,5.9358
1515,2020-01-10,-4.177
1516,2020-01-13,3.0164
1517,2020-01-14,-2.7811
1518,2020-01-15,1.745
1519,2020-01-16,6.2801
1520,2020-01-17,5.806
1521,2020-01-21,0.5931
1522,2020-01-22,1.8689
1523,2020-01-23,1.3682
1524,2020-01-24,-6.7164
1525,2020-01-27,-5.5153
1526,2020-01-28,6.4146
1527,2020-01-29,-15.53
1528,2020-01-30,6.6478
1529,2020-01-31,-9.3675
1530,2020-02-03,5.4104
1531,2020-02-04,7.3948
1532,2020-02-05,1.9797
1533,2020-02-06,-2.643
1534,2020-02-07,2.0862
1535,2020-02-10,12.505
1536,2020-02-11,7.3186
1537,2020-02-12,0.4212
1538,2020-02-13,2.9751
1539,2020-02-14,3.5791
1540,2020-02-18,7.0978
1541,2020-02-19,8.7498
1542,2020-02-20,-7.0722
1543,2020-02-21,-18.1984
1544,2020-02-24,-20.4863
1545,2020-02-25,-8.0801
1546,2020-02-26,-0.4242
1547,2020-02-27,-19.1778
1548,2020-02-28,8.2797
1549,2020-03-02,10.7389
1550,2020-03-03,-3.7984
1551,2020-03-04,17.4904
1552,2020-03-05,-10.2641
1553,2020-03-06,2.5018
1554,2020-03-09,-29.2215
1555,2020-03-10,11.9982
1556,2020-03-11,1.7708
1557,2020-03-12,-39.8866
1558,2020-03-13,29.7603
1559,2020-03-16,-31.7057
1560,2020-03-17,19.835
1561,2020-03-18,-17.18
1562,2020-03-19,4.4693
1563,2020-03-20,-1.3325
1564,2020-03-23,12.5949
1565,2020-03-24,26.2965
1566,2020-03-25,-8.8216
1567,2020-03-26,15.7055
1568,2020-03-27,-4.9287
1569,2020-03-30,6.8314
1570,2020-03-31,-12.8539
1571,2020-04-01,-10.2918
1572,2020-04-02,4.7457
1573,2020-04-03,-10.9985
1574,2020-04-06,27.6019
1575,2020-04-07,0.212
1576,2020-04-08,6.4344
1577,2020-04-09,-2.1266
1578,2020-04-13,12.9936
1579,2020-04-14,19.0036
1580,2020-04-15,0.2751
1581,2020-04-16,8.8256
1582,2020-04-17,-1.5535
1583,2020-04-20,1.642
1584,2020-04-21,-18.5834
1585,2020-04-22,13.8955
1586,2020-04-23,-0.0901
1587,2020-04-24,1.2591
1588,2020-04-27,1.3867
1589,2020-04-28,-4.4101
1590,2020-04-29,-8.5416
1591,2020-04-30,-6.0359
1592,2020-05-01,-12.3721
1593,2020-05-04,13.1885
1594,2020-05-05,-1.7802
1595,2020-05-06,-0.1449
1596,2020-05-07,-1.0166
1597,2020-05-08,5.9444
1598,2020-05-11,11.8006
1599,2020-05-12,-9.1144
1600,2020-05-13,-7.5173
1601,2020-05-14,11.0086
1602,2020-05-15,-1.4372
1603,2020-05-18,1.8068
1604,2020-05-19,4.0299
1605,2020-05-20,4.1453
1606,2020-05-21,-7.8983
1607,2020-05-22,2.3865
1608,2020-05-26,-9.2103
1609,2020-05-27,-2.141
1610,2020-05-28,-4.824
1611,2020-05-29,9.8387
1612,2020-06-01,-0.7975
1613,2020-06-02,-0.4233
1614,2020-06-03,-3.8416
1615,2020-06-04,-0.4784
1616,2020-06-05,2.2404
1617,2020-06-08,-0.6177
1618,2020-06-09,15.7667
1619,2020-06-10,4.6492
1620,2020-06-11,-21.0828
1621,2020-06-12,3.1758
1622,2020-06-15,5.4977
1623,2020-06-16,-1.0159
1624,2020-06-17,0.4161
1625,2020-06-18,-2.3671
1626,2020-06-19,0.8845
1627,2020-06-22,2.4509
1628,2020-06-23,-3.5686
1629,2020-06-24,-7.5809
1630,2020-06-25,-2.2224
1631,2020-06-26,-9.0407
1632,2020-06-29,0.9038
1633,2020-06-30,11.4153
1634,2020-07-01,-0.1437
1635,2020-07-02,-1.1529
1636,2020-07-06,5.0526
1637,2020-07-07,-2.2278
1638,2020-07-08,2.3693
1639,2020-07-09,17.4239
1640,2020-07-10,-6.1257
1641,2020-07-13,-10.5447
1642,2020-07-14,5.2584
1643,2020-07-15,2.8392
1644,2020-07-16,-1.9198
1645,2020-07-17,0.55
1646,2020-07-20,10.8433
1647,2020-07-21,-2.0255
1648,2020-07-22,20.3339
1649,2020-07-23,-9.2205
1650,2020-07-24,38.4892
1651,2020-07-27,-1.5662
1652,2020-07-28,-5.0188
1653,2020-07-29,29.7766
1654,2020-07-30,6.8929
1655,2020-07-31,-2.4936
1656,2020-08-03,0.7799
1657,2020-08-04,22.8445
1658,2020-08-05,0.7988
1659,2020-08-06,4.1019
1660,2020-08-07,-5.4644
1661,2020-08-10,-7.8733
1662,2020-08-11,-16.9838
1663,2020-08-12,18.115
1664,2020-08-13,-2.3599
1665,2020-08-14,-1.6683
1666,2020-08-17,3.4479
1667,2020-08-18,-2.3345
1668,2020-08-19,-1.7652
1669,2020-08-20,5.1675
1670,2020-08-21,3.1466
1671,2020-08-24,-2.2046
1672,2020-08-25,9.7284
1673,2020-08-26,-0.9649
1674,2020-08-27,-6.589
1675,2020-08-28,5.2083
1676,2020-08-31,15.0642
1677,2020-09-01,3.7456
1678,2020-09-02,-5.416
1679,2020-09-03,-22.42
1680,2020-09-04,-1.6233
1681,2020-09-08,-10.4139
1682,2020-09-09,10.1065
1683,2020-09-10,-9.1795
1684,2020-09-11,-8.5674
1685,2020-09-14,5.0977
1686,2020-09-15,3.3101
1687,2020-09-16,-7.3537
1688,2020-09-17,-0.3619
1689,2020-09-18,-5.3902
1690,2020-09-21,9.925
1691,2020-09-22,-0.7772
1692,2020-09-23,-9.8214
1693,2020-09-24,3.6491
1694,2020-09-25,7.321
1695,2020-09-28,4.5591
1696,2020-09-29,7.1581
1697,2020-09-30,0.6771
1698,2020-10-01,8.6702
1699,2020-10-02,-9.2549
1700,2020-10-05,13.0568
1701,2020-10-06,-4.9329
1702,2020-10-07,6.5076
1703,2020-10-08,-0.5238
1704,2020-10-09,-10.1343
1705,2020-10-12,3.5831
1706,2020-10-13,2.9425
1707,2020-10-14,-3.1818
1708,2020-10-15,-3.2528
1709,2020-10-16,0.1212
1710,2020-10-19,-3.5702
1711,2020-10-20,-1.3558
1712,2020-10-21,-7.3994
1713,2020-10-22,0.699
1714,2020-10-23,7.9332
1715,2020-10-26,0.8288
1716,2020-10-27,-10.4813
1717,2020-10-28,-8.0501
1718,2020-10-29,5.2876
1719,2020-10-30,-8.9757
1720,2020-11-02,-1.9825
1721,2020-11-03,6.2637
1722,2020-11-04,15.2271
1723,2020-11-05,5.0601
1724,2020-11-06,8.5958
1725,2020-11-09,-8.2317
1726,2020-11-10,-16.0536
1727,2020-11-11,10.4125
1728,2020-11-12,1.7303
1729,2020-11-13,-1.2656
1730,2020-11-16,7.0191
1731,2020-11-17,-1.116
1732,2020-11-18,-2.4912
1733,2020-11-19,8.9967
1734,2020-11-20,-2.6654
1735,2020-11-23,1.9869
1736,2020-11-24,-0.7099
1737,2020-11-25,4.8119
1738,2020-11-27,1.3911
1739,2020-11-30,15.3335
1740,2020-12-01,-0.0816
1741,2020-12-02,3.0018
1742,2020-12-03,-3.8739
1743,2020-12-04,4.6791
1744,2020-12-07,0.0804
1745,2020-12-08,-3.0997
1746,2020-12-09,-8.5226
1747,2020-12-10,5.0821
1748,2020-12-11,-0.0275
1749,2020-12-14,8.4625
1750,2020-12-15,6.146
1751,2020-12-16,-0.7016
1752,2020-12-17,-0.026
1753,2020-12-18,-2.4055
1754,2020-12-21,-7.1681
1755,2020-12-22,-0.1893
1756,2020-12-23,-4.3932
1757,2020-12-24,0.7147
1758,2020-12-28,-0.5771
1759,2020-12-29,-2.7106
1760,2020-12-30,4.6017
1761,2020-12-31,-1.5887
1762,2021-01-04,1.616
1763,2021-01-05,1.28
1764,2021-01-06,-6.7167
1765,2021-01-07,13.1267
1766,2021-01-08,-1.5406
1767,2021-01-11,7.0154
1768,2021-01-12,-4.9589
1769,2021-01-13,-9.6295
1770,2021-01-14,-2.733
1771,2021-01-15,-7.2649
1772,2021-01-19,3.5178
1773,2021-01-20,-1.9798
1774,2021-01-21,7.7725
1775,2021-01-22,3.4454
1776,2021-01-25,3.6132
1777,2021-01-26,1.548
1778,2021-01-27,-16.1236
1779,2021-01-28,-3.7724
1780,2021-01-29,-5.4721
1781,2021-02-01,5.8749
1782,2021-02-02,3.4263
1783,2021-02-03,-2.766
1784,2021-02-04,-0.1434
1785,2021-02-05,0.1721
1786,2021-02-08,10.0324
1787,2021-02-09,-1.5475
1788,2021-02-10,3.9604
1789,2021-02-11,0.8445
1790,2021-02-12,3.0008
1791,2021-02-16,-6.2857
1792,2021-02-17,-4.2233
1793,2021-02-18,-3.669
1794,2021-02-19,2.6583
1795,2021-02-22,-12.1306
1796,2021-02-23,-1.8666
1797,2021-02-24,6.4589
1798,2021-02-25,-13.4543
1799,2021-02-26,6.3105
1800,2021-03-01,5.5445
1801,2021-03-02,-6.6802
1802,2021-03-03,-9.9903
1803,2021-03-04,-9.8836
1804,2021-03-05,2.4834
1805,2021-03-08,-15.0769
1806,2021-03-09,15.109
1807,2021-03-10,-3.2621
1808,2021-03-11,11.7807
1809,2021-03-12,-0.559
1810,2021-03-15,4.4685
1811,2021-03-16,0.7625
1812,2021-03-17,-0.3657
1813,2021-03-18,-14.1439
1814,2021-03-19,3.0142
1815,2021-03-22,3.9218
1816,2021-03-23,-6.0986
1817,2021-03-24,-6.184
1818,2021-03-25,-0.8582
1819,2021-03-26,3.904
1820,2021-03-29,-0.8805
1821,2021-03-30,-3.7519
1822,2021-03-31,8.1561
1823,2021-04-01,8.1802
1824,2021-04-05,1.0544
1825,2021-04-06,0.0309
1826,2021-04-07,2.3408
1827,2021-04-08,3.5011
1828,2021-04-09,-1.7901
1829,2021-04-12,-13.0606
1830,2021-04-13,5.111
1831,2021-04-14,-5.2072
1832,2021-04-15,13.9169
1833,2021-04-16,-2.6244
1834,2021-04-19,-3.2106
1835,2021-04-20,-5.7825
1836,2021-04-21,7.3312
1837,2021-04-22,-7.9997
1838,2021-04-23,11.5259
1839,2021-04-26,7.9426
1840,2021-04-27,-0.5908
1841,2021-04-28,-3.5441
1842,2021-04-29,-0.3301
1843,2021-04-30,-6.973
1844,2021-05-03,-9.6614
1845,2021-05-04,0.1924
1846,2021-05-05,-2.5129
1847,2021-05-06,0.1942
1848,2021-05-07,2.9591
1849,2021-05-10,-9.1824
1850,2021-05-11,2.7703
1851,2021-05-12,-7.2875
1852,2021-05-13,-5.2882
1853,2021-05-14,5.1194
1854,2021-05-17,0.2026
1855,2021-05-18,-0.7099
1856,2021-05-19,5.9879
1857,2021-05-20,5.9781
1858,2021-05-21,-2.8897
1859,2021-05-24,0.8802
1860,2021-05-25,1.363
1861,2021-05-26,1.5488
1862,2021-05-27,0.2572
1863,2021-05-28,5.2787
1864,2021-06-01,2.2868
1865,2021-06-02,3.5917
1866,2021-06-03,-5.2499
1867,2021-06-04,4.048
1868,2021-06-07,-0.7115
1869,2021-06-08,-1.429
1870,2021-06-09,-2.9141
1871,2021-06-10,4.9927
1872,2021-06-11,-0.7736
1873,2021-06-14,0.7427
1874,2021-06-15,-3.3596
1875,2021-06-16,-1.1299
1876,2021-06-17,13.6233
1877,2021-06-18,0.2681
1878,2021-06-21,-6.2084
1879,2021-06-22,3.0027
1880,2021-06-23,0.7226
1881,2021-06-24,6.7631
1882,2021-06-25,-1.4088
1883,2021-06-28,4.2609
1884,2021-06-29,6.964
1885,2021-06-30,12.1181
1886,2021-07-01,-1.6689
1887,2021-07-02,3.7263
1888,2021-07-06,-0.6128
