t,date,g
1887,2021-07-02,1.9188
1888,2021-07-06,-0.4594
1889,2021-07-07,0.889
1890,2021-07-08,-2.0617
1891,2021-07-09,2.6758
1892,2021-07-12,0.901
1893,2021-07-13,-0.8605
1894,2021-07-14,0.3758
1895,2021-07-15,-0.8622
1896,2021-07-16,-1.9844
1897,2021-07-19,-3.7493
1898,2021-07-20,3.5856
1899,2021-07-21,2.0321
1900,2021-07-22,0.5272
1901,2021-07-23,2.5793
1902,2021-07-26,0.6179
1903,2021-07-27,-1.1511
1904,2021-07-28,-0.1033
1905,2021-07-29,1.043
1906,2021-07-30,-1.2268
1907,2021-08-02,-0.5293
1908,2021-08-03,2.0418
1909,2021-08-04,-1.2426
1910,2021-08-05,1.5908
1911,2021-08-06,0.4161
1912,2021-08-09,-0.2051
1913,2021-08-10,0.3133
1914,2021-08-11,0.6254
1915,2021-08-12,0.7541
1916,2021-08-13,0.4582
1917,2021-08-16,0.5927
1918,2021-08-17,-1.6574
1919,2021-08-18,-2.7733
1920,2021-08-19,0.3899
1921,2021-08-20,1.9972
1922,2021-08-23,2.207
1923,2021-08-24,0.3997
1924,2021-08-25,0.5282
1925,2021-08-26,-1.492
1926,2021-08-27,2.2431
1927,2021-08-30,1.1058
1928,2021-08-31,-0.3736
1929,2021-09-01,0.1339
1930,2021-09-02,0.7741
1931,2021-09-03,-0.0612
1932,2021-09-07,-0.9026
1933,2021-09-08,-0.3072
1934,2021-09-09,-1.0809
1935,2021-09-10,-1.9948
1936,2021-09-13,0.6441
1937,2021-09-14,-1.3636
1938,2021-09-15,2.0961
1939,2021-09-16,-0.3998
1940,2021-09-17,-3.2728
1941,2021-09-20,-4.2373
1942,2021-09-21,-0.2382
1943,2021-09-22,2.4463
1944,2021-09-23,3.0433
1945,2021-09-24,0.4147
1946,2021-09-27,-0.722
1947,2021-09-28,-5.1301
1948,2021-09-29,0.4238
1949,2021-09-30,-3.099
1950,2021-10-01,2.9772
1951,2021-10-04,-3.271
1952,2021-10-05,2.6085
1953,2021-10-06,1.0452
1954,2021-10-07,2.1693
1955,2021-10-08,-0.46
1956,2021-10-11,-1.8311
1957,2021-10-12,-0.6211
1958,2021-10-13,0.905
1959,2021-10-14,4.2035
1960,2021-10-15,1.9119
1961,2021-10-18,0.7449
1962,2021-10-19,1.9367
1963,2021-10-20,0.9879
1964,2021-10-21,0.6564
1965,2021-10-22,-0.2613
1966,2021-10-25,1.3478
1967,2021-10-26,0.2267
1968,2021-10-27,-1.1189
1969,2021-10-28,2.4199
1970,2021-10-29,0.5108
1971,2021-11-01,0.4331
1972,2021-11-02,1.0168
1973,2021-11-03,1.5338
1974,2021-11-04,1.1848
1975,2021-11-05,0.8728
1976,2021-11-08,0.215
1977,2021-11-09,-0.8343
1978,2021-11-10,-2.0355
1979,2021-11-11,0.0815
1980,2021-11-12,1.8947
1981,2021-11-15,0.0863
1982,2021-11-16,0.9954
1983,2021-11-17,-0.6129
1984,2021-11-18,0.8544
1985,2021-11-19,-0.451
1986,2021-11-22,-0.7104
1987,2021-11-23,0.3339
1988,2021-11-24,0.6719
1989,2021-11-26,-5.684
1990,2021-11-29,3.0724
1991,2021-11-30,-4.9516
1992,2021-12-01,-2.8147
1993,2021-12-02,3.8305
1994,2021-12-03,-2.2023
1995,2021-12-06,2.967
1996,2021-12-07,5.1594
1997,2021-12-08,0.6664
1998,2021-12-09,-1.7072
1999,2021-12-10,2.3611
2000,2021-12-13,-2.2423
2001,2021-12-14,-1.7398
2002,2021-12-15,3.9071
2003,2021-12-16,-2.2321
2004,2021-12-17,-3.5802
2005,2021-12-20,-2.694
2006,2021-12-21,4.436
2007,2021-12-22,2.5072
2008,2021-12-23,1.5631
2009,2021-12-27,3.5413
2010,2021-12-28,-0.206
2011,2021-12-29,0.3221
2012,2021-12-30,-0.6976
2013,2021-12-31,-0.6359
2014,2022-01-03,1.4549
2015,2022-01-04,-0.0844
2016,2022-01-05,-4.886
2017,2022-01-06,-0.2368
2018,2022-01-07,-0.9983
2019,2022-01-10,-0.3138
2020,2022-01-11,2.2849
2021,2022-01-12,0.6804
2022,2022-01-13,-3.4964
2023,2022-01-14,0.1031
2024,2022-01-18,-4.5028
2025,2022-01-19,-2.6303
2026,2022-01-20,-2.8047
2027,2022-01-21,-4.9961
2028,2022-01-24,1.0679
2029,2022-01-25,-3.0956
2030,2022-01-26,-0.633
2031,2022-01-27,-1.2474
2032,2022-01-28,6.1821
2033,2022-01-31,4.4984
2034,2022-02-01,1.697
2035,2022-02-02,2.4361
2036,2022-02-03,-5.994
2037,2022-02-04,1.1822
2038,2022-02-07,-0.81
2039,2022-02-08,2.0649
2040,2022-02-09,3.6616
2041,2022-02-10,-4.5685
2042,2022-02-11,-5.0188
2043,2022-02-14,-0.8252
2044,2022-02-15,4.0315
2045,2022-02-16,0.2823
2046,2022-02-17,-5.4414
2047,2022-02-18,-1.637
2048,2022-02-22,-2.719
2049,2022-02-23,-4.5103
2050,2022-02-24,3.7641
2051,2022-02-25,5.4997
2052,2022-02-28,-0.6456
2053,2022-03-01,-3.8676
2054,2022-03-02,4.5937
2055,2022-03-03,-1.2577
2056,2022-03-04,-2.0558
2057,2022-03-07,-7.5404
2058,2022-03-08,-1.9179
2059,2022-03-09,6.6673
2060,2022-03-10,-1.1405
2061,2022-03-11,-3.2247
2062,2022-03-14,-1.8485
2063,2022-03-15,5.4815
2064,2022-03-16,5.5269
2065,2022-03-17,3.1332
2066,2022-03-18,1.9634
2067,2022-03-21,-0.0737
2068,2022-03-22,2.9316
2069,2022-03-23,-3.2664
2070,2022-03-24,3.7704
2071,2022-03-25,1.2277
2072,2022-03-28,1.7861
2073,2022-03-29,3.0983
2074,2022-03-30,-1.5609
2075,2022-03-31,-3.9088
2076,2022-04-01,0.7132
2077,2022-04-04,2.1496
2078,2022-04-05,-3.2034
2079,2022-04-06,-2.5325
2080,2022-04-07,1.2666
2081,2022-04-08,-0.6747
2082,2022-04-11,-4.3445
2083,2022-04-12,-0.9354
2084,2022-04-13,2.8699
2085,2022-04-14,-3.1575
2086,2022-04-18,0.1036
2087,2022-04-19,4.0355
2088,2022-04-20,-0.1869
2089,2022-04-21,-3.7968
2090,2022-04-22,-7.0113
2091,2022-04-25,1.4568
2092,2022-04-26,-7.4059
2093,2022-04-27,0.7076
2094,2022-04-28,6.2863
2095,2022-04-29,-9.4893
2096,2022-05-02,1.5123
2097,2022-05-03,1.1525
2098,2022-05-04,7.5596
2099,2022-05-05,-9.1198
2100,2022-05-06,-1.5087
2101,2022-05-09,-8.2004
2102,2022-05-10,0.5816
2103,2022-05-11,-4.0354
2104,2022-05-12,-0.2632
2105,2022-05-13,5.9539
2106,2022-05-16,-1.0246
2107,2022-05-17,5.1311
2108,2022-05-18,-10.3689
2109,2022-05-19,-1.5482
2110,2022-05-20,0.11
2111,2022-05-23,4.6714
2112,2022-05-24,-1.9311
2113,2022-05-25,2.2166
2114,2022-05-26,4.9857
2115,2022-05-27,6.1117
2116,2022-05-31,-1.4179
2117,2022-06-01,-2.0466
2118,2022-06-02,4.7538
2119,2022-06-03,-4.17
2120,2022-06-06,0.7661
2121,2022-06-07,2.4057
2122,2022-06-08,-2.7548
2123,2022-06-09,-6.0657
2124,2022-06-10,-7.4149
2125,2022-06-13,-9.7544
2126,2022-06-14,-0.7605
2127,2022-06-15,3.5672
2128,2022-06-16,-8.4813
2129,2022-06-17,-0.5436
2130,2022-06-21,6.2652
2131,2022-06-22,-0.4573
2132,2022-06-23,2.4582
2133,2022-06-24,7.8873
2134,2022-06-27,-0.9644
2135,2022-06-28,-5.2024
2136,2022-06-29,-0.2053
2137,2022-06-30,-2.0557
2138,2022-07-01,2.6513
2139,2022-07-05,0.4755
2140,2022-07-06,0.8496
2141,2022-07-07,3.7463
2142,2022-07-08,-0.2074
2143,2022-07-11,-2.8953
2144,2022-07-12,-2.2398
2145,2022-07-13,-1.3269
2146,2022-07-14,-0.6127
2147,2022-07-15,4.7691
2148,2022-07-18,-2.0894
2149,2022-07-19,6.7185
2150,2022-07-20,1.6009
2151,2022-07-21,2.5532
2152,2022-07-22,-2.349
2153,2022-07-25,0.306
2154,2022-07-26,-2.9992
2155,2022-07-27,6.46
2156,2022-07-28,3.141
2157,2022-07-29,3.6473
2158,2022-08-01,-0.7473
2159,2022-08-02,-1.668
2160,2022-08-03,3.9156
2161,2022-08-04,-0.1703
2162,2022-08-05,-0.4263
2163,2022-08-08,-0.2927
2164,2022-08-09,-1.0027
2165,2022-08-10,5.2382
2166,2022-08-11,0.0
2167,2022-08-12,4.2304
2168,2022-08-15,1.0363
2169,2022-08-16,0.4931
2170,2022-08-17,-1.7951
2171,2022-08-18,0.7313
2172,2022-08-19,-3.4093
2173,2022-08-22,-5.3027
2174,2022-08-23,-0.6104
2175,2022-08-24,0.8054
2176,2022-08-25,3.5327
2177,2022-08-26,-8.6777
2178,2022-08-29,-1.6718
2179,2022-08-30,-2.7817
2180,2022-08-31,-1.9248
2181,2022-09-01,0.7895
2182,2022-09-02,-2.6713
2183,2022-09-06,-0.9526
2184,2022-09-07,4.487
2185,2022-09-08,1.6418
2186,2022-09-09,3.8848
2187,2022-09-12,2.694
2188,2022-09-13,-11.203
2189,2022-09-14,0.9598
2190,2022-09-15,-2.8774
2191,2022-09-16,-2.9629
2192,2022-09-19,1.9467
2193,2022-09-20,-2.9093
2194,2022-09-21,-4.4346
2195,2022-09-22,-2.1257
2196,2022-09-23,-4.258
2197,2022-09-26,-2.5054
2198,2022-09-27,-0.6441
2199,2022-09-28,4.9103
2200,2022-09-29,-5.3198
2201,2022-09-30,-3.9272
2202,2022-10-03,6.5668
2203,2022-10-04,7.6901
2204,2022-10-05,-0.5874
2205,2022-10-06,-2.6131
2206,2022-10-07,-7.1292
2207,2022-10-10,-1.9315
2208,2022-10-11,-1.601
2209,2022-10-12,-0.8326
2210,2022-10-13,6.5643
2211,2022-10-14,-5.8092
2212,2022-10-17,6.3938
2213,2022-10-18,2.9436
2214,2022-10-19,-1.7921
2215,2022-10-20,-2.122
2216,2022-10-21,6.0507
2217,2022-10-24,3.0649
2218,2022-10-25,3.9923
2219,2022-10-26,-1.9058
2220,2022-10-27,-1.3493
2221,2022-10-28,5.9251
2222,2022-10-31,-1.8269
2223,2022-11-01,-1.1051
2224,2022-11-02,-6.405
2225,2022-11-03,-2.6083
2226,2022-11-04,3.6012
2227,2022-11-07,2.3991
2228,2022-11-08,1.356
2229,2022-11-09,-5.246
2230,2022-11-10,13.4813
2231,2022-11-11,2.4273
2232,2022-11-14,-2.1529
2233,2022-11-15,2.1402
2234,2022-11-16,-1.9298
2235,2022-11-17,-0.7723
2236,2022-11-18,1.1416
2237,2022-11-21,-0.918
2238,2022-11-22,3.3686
2239,2022-11-23,1.583
2240,2022-11-25,-0.0564
2241,2022-11-28,-4.0536
2242,2022-11-29,-0.4332
2243,2022-11-30,7.8157
2244,2022-12-01,-0.1855
2245,2022-12-02,-0.2909
2246,2022-12-05,-4.5746
2247,2022-12-06,-3.659
2248,2022-12-07,-0.4291
2249,2022-12-08,1.9665
2250,2022-12-09,-1.8896
2251,2022-12-12,3.6072
2252,2022-12-13,1.9004
2253,2022-12-14,-1.6163
2254,2022-12-15,-6.241
2255,2022-12-16,-4.1474
2256,2022-12-19,-2.146
2257,2022-12-20,0.3446
2258,2022-12-21,3.7401
2259,2022-12-22,-3.621
2260,2022-12-23,1.4454
2261,2022-12-27,-0.9957
2262,2022-12-28,-3.1515
2263,2022-12-29,4.4957
2264,2022-12-30,-0.6647
2265,2023-01-03,-1.0631
2266,2023-01-04,1.938
2267,2023-01-05,-2.8927
2268,2023-01-06,5.7136
2269,2023-01-09,-0.1429
2270,2023-01-10,1.7611
2271,2023-01-11,3.1673
2272,2023-01-12,0.9158
2273,2023-01-13,0.9757
2274,2023-01-17,-0.4621
2275,2023-01-18,-4.0103
2276,2023-01-19,-1.8412
2277,2023-01-20,4.6513
2278,2023-01-23,3.0056
2279,2023-01-24,-0.2706
2280,2023-01-25,0.0944
2281,2023-01-26,2.7545
2282,2023-01-27,0.5784
2283,2023-01-30,-3.1818
2284,2023-01-31,3.6783
2285,2023-02-01,2.6641
2286,2023-02-02,3.6419
2287,2023-02-03,-2.6929
2288,2023-02-06,-1.5448
2289,2023-02-07,3.2744
2290,2023-02-08,-2.7707
2291,2023-02-09,-2.1942
2292,2023-02-10,0.5874
2293,2023-02-13,2.941
2294,2023-02-14,-0.116
2295,2023-02-15,0.817
2296,2023-02-16,-3.4938
2297,2023-02-17,-0.6304
2298,2023-02-21,-5.1067
2299,2023-02-22,-0.3475
2300,2023-02-23,1.3369
2301,2023-02-24,-2.7064
2302,2023-02-27,0.8568
2303,2023-02-28,-0.9331
2304,2023-03-01,-0.9685
2305,2023-03-02,1.9523
2306,2023-03-03,4.0095
2307,2023-03-06,0.1745
2308,2023-03-07,-3.8927
2309,2023-03-08,0.4109
2310,2023-03-09,-4.6928
2311,2023-03-10,-3.6627
2312,2023-03-13,-0.3594
2313,2023-03-14,4.1315
2314,2023-03-15,-1.581
2315,2023-03-16,4.3831
2316,2023-03-17,-3.9239
2317,2023-03-20,2.4116
2318,2023-03-21,3.2873
2319,2023-03-22,-4.3327
2320,2023-03-23,0.6803
2321,2023-03-24,1.6482
2322,2023-03-27,0.4708
2323,2023-03-28,-0.5663
2324,2023-03-29,3.6364
2325,2023-03-30,1.4712
2326,2023-03-31,3.527
2327,2023-04-03,0.9584
2328,2023-04-04,-1.402
2329,2023-04-05,-0.6607
2330,2023-04-06,0.9811
2331,2023-04-10,0.2585
2332,2023-04-11,0.0677
2333,2023-04-12,-1.0292
2334,2023-04-13,3.3252
2335,2023-04-14,-0.6163
2336,2023-04-17,0.9026
2337,2023-04-18,0.1643
2338,2023-04-19,-0.0426
2339,2023-04-20,-1.379
2340,2023-04-21,0.1957
2341,2023-04-24,0.2627
2342,2023-04-25,-4.0323
2343,2023-04-26,-1.0696
2344,2023-04-27,4.9675
2345,2023-04-28,2.1417
2346,2023-05-01,-0.2546
2347,2023-05-02,-2.8483
2348,2023-05-03,-1.7357
2349,2023-05-04,-1.7913
2350,2023-05-05,4.6225
2351,2023-05-08,0.0672
2352,2023-05-09,-1.1075
2353,2023-05-10,1.1747
2354,2023-05-11,-0.4399
2355,2023-05-12,-0.3304
2356,2023-05-15,0.8679
2357,2023-05-16,-1.6897
2358,2023-05-17,3.0406
2359,2023-05-18,2.416
2360,2023-05-19,-0.3669
2361,2023-05-22,0.1023
2362,2023-05-23,-2.8441
2363,2023-05-24,-1.8323
2364,2023-05-25,2.1729
2365,2023-05-26,3.2426
2366,2023-05-30,0.096
2367,2023-05-31,-1.4013
2368,2023-06-01,2.383
2369,2023-06-02,3.6181
2370,2023-06-05,-0.4834
2371,2023-06-06,0.5481
2372,2023-06-07,-0.8729
2373,2023-06-08,1.5196
2374,2023-06-09,0.4518
2375,2023-06-12,2.2758
2376,2023-06-13,1.656
2377,2023-06-14,0.2999
2378,2023-06-15,3.105
2379,2023-06-16,-1.7942
2380,2023-06-20,-1.3108
2381,2023-06-21,-1.2945
2382,2023-06-22,0.908
2383,2023-06-23,-1.9123
2384,2023-06-26,-1.0317
2385,2023-06-27,2.7477
2386,2023-06-28,0.1271
2387,2023-06-29,0.9913
2388,2023-06-30,2.9564
2389,2023-07-03,0.2898
2390,2023-07-05,-0.3751
2391,2023-07-06,-1.9811
2392,2023-07-07,-0.637
2393,2023-07-10,0.637
2394,2023-07-11,1.5998
2395,2023-07-12,2.0195
2396,2023-07-13,1.9922
2397,2023-07-14,-0.157
2398,2023-07-17,0.8735
2399,2023-07-18,1.8656
2400,2023-07-19,0.5598
2401,2023-07-20,-1.6775
2402,2023-07-21,0.0
2403,2023-07-24,1.1232
2404,2023-07-25,0.687
2405,2023-07-26,0.0387
2406,2023-07-27,-1.6763
2407,2023-07-28,2.4551
2408,2023-07-31,0.4794
2409,2023-08-01,-0.7222
2410,2023-08-02,-3.5301
2411,2023-08-03,-0.7232
2412,2023-08-04,-1.1423
2413,2023-08-07,2.19
2414,2023-08-08,-1.0983
2415,2023-08-09,-1.6903
2416,2023-08-10,0.0904
2417,2023-08-11,-0.147
2418,2023-08-14,1.3872
2419,2023-08-15,-2.9528
2420,2023-08-16,-1.856
2421,2023-08-17,-1.9276
2422,2023-08-18,0.1213
2423,2023-08-21,1.6343
2424,2023-08-22,-0.6835
2425,2023-08-23,2.7912
2426,2023-08-24,-3.5169
2427,2023-08-25,1.7703
2428,2023-08-28,1.593
2429,2023-08-29,3.6165
2430,2023-08-30,1.0358
2431,2023-08-31,-0.369
2432,2023-09-01,0.4696
2433,2023-09-05,-1.0915
2434,2023-09-06,-1.6998
2435,2023-09-07,-0.7749
2436,2023-09-08,0.3793
2437,2023-09-11,1.6519
2438,2023-09-12,-1.3862
2439,2023-09-13,0.2936
2440,2023-09-14,2.1635
2441,2023-09-15,-3.9419
2442,2023-09-18,0.1477
2443,2023-09-19,-0.5231
2444,2023-09-20,-2.3274
2445,2023-09-21,-4.2
2446,2023-09-22,-0.5673
2447,2023-09-25,1.0575
2448,2023-09-26,-3.7297
2449,2023-09-27,0.1006
2450,2023-09-28,1.4567
2451,2023-09-29,-0.6123
2452,2023-10-02,-0.1002
2453,2023-10-03,-3.3961
2454,2023-10-04,1.8284
2455,2023-10-05,-0.095
2456,2023-10-06,2.9743
2457,2023-10-09,1.6082
2458,2023-10-10,1.3082
2459,2023-10-11,1.0302
2460,2023-10-12,-1.541
2461,2023-10-13,-1.2583
2462,2023-10-16,2.6376
2463,2023-10-17,-0.0116
2464,2023-10-18,-3.3805
2465,2023-10-19,-2.224
2466,2023-10-20,-3.1158
2467,2023-10-23,-0.4371
2468,2023-10-24,1.8928
2469,2023-10-25,-3.6429
2470,2023-10-26,-3.0358
2471,2023-10-27,-1.1449
2472,2023-10-30,2.995
2473,2023-10-31,1.5777
2474,2023-11-01,2.6733
2475,2023-11-02,4.7837
2476,2023-11-03,2.2887
2477,2023-11-06,0.5791
2478,2023-11-07,0.7162
2479,2023-11-08,0.1845
2480,2023-11-09,-1.973
2481,2023-11-10,3.9021
2482,2023-11-13,-0.2403
2483,2023-11-14,4.8422
2484,2023-11-15,0.5329
2485,2023-11-16,0.308
2486,2023-11-17,0.3132
2487,2023-11-20,1.9324
2488,2023-11-21,-0.5498
2489,2023-11-22,0.9711
2490,2023-11-24,0.155
2491,2023-11-27,-0.4543
2492,2023-11-28,0.2494
2493,2023-11-29,-0.1773
2494,2023-11-30,0.9903
2495,2023-12-01,1.4864
2496,2023-12-04,-1.3263
2497,2023-12-05,-0.0497
2498,2023-12-06,-1.0176
2499,2023-12-07,1.9156
2500,2023-12-08,1.0811
2501,2023-12-11,0.9783
2502,2023-12-12,1.1483
2503,2023-12-13,3.4514
2504,2023-12-14,0.8075
2505,2023-12-15,-1.4349
2506,2023-12-18,1.4135
2507,2023-12-19,1.5277
2508,2023-12-20,-3.5165
2509,2023-12-21,2.3782
2510,2023-12-22,0.5059
2511,2023-12-26,1.0618
2512,2023-12-27,0.4552
2513,2023-12-28,0.0952
2514,2023-12-29,-0.7306
2515,2024-01-02,-1.4142
2516,2024-01-03,-2.0665
2517,2024-01-04,-0.813
2518,2024-01-05,0.3449
2519,2024-01-08,3.5721
2520,2024-01-09,-0.3826
2521,2024-01-10,1.4212
2522,2024-01-11,-0.1111
2523,2024-01-12,0.1745
2524,2024-01-16,-0.9269
2525,2024-01-17,-1.4047
2526,2024-01-18,2.2311
2527,2024-01-19,3.1221
2528,2024-01-22,0.5322
2529,2024-01-23,0.7339
2530,2024-01-24,0.2753
2531,2024-01-25,1.3669
2532,2024-01-26,-0.3203
2533,2024-01-29,1.9878
2534,2024-01-30,-0.195
2535,2024-01-31,-4.1459
2536,2024-02-01,3.2768
2537,2024-02-02,2.639
2538,2024-02-05,-0.9192
2539,2024-02-06,0.7306
2540,2024-02-07,2.0931
2541,2024-02-08,0.1113
2542,2024-02-09,1.4522
2543,2024-02-12,-0.1106
2544,2024-02-13,-3.4949
2545,2024-02-14,2.2797
2546,2024-02-15,1.7328
2547,2024-02-16,-1.2581
2548,2024-02-20,-1.3912
2549,2024-02-21,0.2282
2550,2024-02-22,5.162
2551,2024-02-23,0.1737
2552,2024-02-26,-0.9246
2553,2024-02-27,0.4677
2554,2024-02-28,-0.3333
2555,2024-02-29,0.9043
2556,2024-03-01,2.3548
2557,2024-03-04,-0.2704
2558,2024-03-05,-2.5312
2559,2024-03-06,1.2737
2560,2024-03-07,2.4891
2561,2024-03-08,-1.5171
2562,2024-03-11,-0.2168
2563,2024-03-12,2.6964
2564,2024-03-13,-0.3953
2565,2024-03-14,-0.4987
2566,2024-03-15,-2.5181
2567,2024-03-18,1.4932
2568,2024-03-19,1.3965
2569,2024-03-20,2.3201
2570,2024-03-21,0.8314
2571,2024-03-22,-0.4782
2572,2024-03-25,-0.6972
2573,2024-03-26,-0.4659
2574,2024-03-27,2.1089
2575,2024-03-28,-0.0482
2576,2024-04-01,-0.4388
2577,2024-04-02,-1.6074
2578,2024-04-03,0.2767
2579,2024-04-04,-3.0949
2580,2024-04-05,2.619
2581,2024-04-08,0.1409
2582,2024-04-09,0.2913
2583,2024-04-10,-2.536
2584,2024-04-11,1.8947
2585,2024-04-12,-3.5026
2586,2024-04-15,-3.177
2587,2024-04-16,-0.46
2588,2024-04-17,-1.4958
2589,2024-04-18,-0.5191
2590,2024-04-19,-2.2092
2591,2024-04-22,2.3101
2592,2024-04-23,2.9728
2593,2024-04-24,-0.1196
2594,2024-04-25,-0.9591
2595,2024-04-26,2.3762
2596,2024-04-29,0.8909
2597,2024-04-30,-4.024
2598,2024-05-01,-0.8196
2599,2024-05-02,2.3461
2600,2024-05-03,3.1044
2601,2024-05-06,2.589
2602,2024-05-07,0.2779
2603,2024-05-08,0.0244
2604,2024-05-09,1.4478
2605,2024-05-10,0.3244
2606,2024-05-13,0.0339
2607,2024-05-14,1.1536
2608,2024-05-15,3.1013
2609,2024-05-16,-0.519
2610,2024-05-17,0.362
2611,2024-05-20,0.2902
2612,2024-05-21,0.6173
2613,2024-05-22,-0.7267
2614,2024-05-23,-1.8474
2615,2024-05-24,1.6619
2616,2024-05-28,0.176
2617,2024-05-29,-1.7708
2618,2024-05-30,-1.6773
2619,2024-05-31,2.2849
2620,2024-06-03,0.2054
2621,2024-06-04,0.2815
2622,2024-06-05,2.9774
2623,2024-06-06,-0.0047
2624,2024-06-07,-0.3065
2625,2024-06-10,0.7774
2626,2024-06-11,0.6061
2627,2024-06-12,2.0612
2628,2024-06-13,0.5069
2629,2024-06-14,0.1533
2630,2024-06-17,1.9977
2631,2024-06-18,0.6394
2632,2024-06-20,-0.6855
2633,2024-06-21,-1.1497
2634,2024-06-24,-0.8205
2635,2024-06-25,0.9685
2636,2024-06-26,0.3143
2637,2024-06-27,0.397
2638,2024-06-28,-0.9936
2639,2024-07-01,0.5181
2640,2024-07-02,1.6902
2641,2024-07-03,1.1221
2642,2024-07-05,1.449
2643,2024-07-08,0.2906
2644,2024-07-09,0.2449
2645,2024-07-10,2.4814
2646,2024-07-11,-2.1823
2647,2024-07-12,1.5845
2648,2024-07-15,0.6921
2649,2024-07-16,1.49
2650,2024-07-17,-3.5583
2651,2024-07-18,-1.9441
2652,2024-07-19,-1.679
2653,2024-07-22,2.5848
2654,2024-07-23,-0.3956
2655,2024-07-24,-5.7766
2656,2024-07-25,-1.3164
2657,2024-07-26,2.8066
2658,2024-07-29,0.1481
2659,2024-07-30,-1.28
2660,2024-07-31,4.0632
2661,2024-08-01,-3.5941
2662,2024-08-02,-4.7361
2663,2024-08-05,-7.4482
2664,2024-08-06,2.3127
2665,2024-08-07,-1.69
2666,2024-08-08,5.7592
2667,2024-08-09,1.1088
2668,2024-08-12,0.1324
2669,2024-08-13,4.1106
2670,2024-08-14,0.7937
2671,2024-08-15,4.2827
2672,2024-08-16,0.5644
2673,2024-08-19,2.398
2674,2024-08-20,-0.4101
2675,2024-08-21,0.8645
2676,2024-08-22,-1.9856
2677,2024-08-23,2.6634
2678,2024-08-26,-0.6014
2679,2024-08-27,0.3458
2680,2024-08-28,-1.4672
2681,2024-08-29,0.0226
2682,2024-08-30,2.3942
2683,2024-09-03,-5.24
2684,2024-09-04,-0.5163
2685,2024-09-05,-0.6137
2686,2024-09-06,-4.2773
2687,2024-09-09,2.8058
2688,2024-09-10,1.0953
2689,2024-09-11,2.5721
2690,2024-09-12,2.1138
2691,2024-09-13,1.3127
2692,2024-09-16,0.3719
2693,2024-09-17,0.103
2694,2024-09-18,-0.7485
2695,2024-09-19,4.264
2696,2024-09-20,-1.2078
2697,2024-09-23,0.6289
2698,2024-09-24,0.72
2699,2024-09-25,-0.5564
2700,2024-09-26,0.9971
2701,2024-09-27,-0.3657
2702,2024-09-30,1.0078
2703,2024-10-01,-2.2677
2704,2024-10-02,0.1063
2705,2024-10-03,-0.4611
2706,2024-10-04,2.2797
2707,2024-10-07,-2.2886
2708,2024-10-08,2.3721
2709,2024-10-09,1.7394
2710,2024-10-10,-0.4414
2711,2024-10-11,1.5045
2712,2024-10-14,2.0526
2713,2024-10-15,-1.9656
2714,2024-10-16,1.0929
2715,2024-10-17,0.0216
2716,2024-10-18,0.9675
2717,2024-10-21,-0.4142
2718,2024-10-22,-0.1339
2719,2024-10-23,-2.3132
2720,2024-10-24,0.5444
2721,2024-10-25,-0.087
2722,2024-10-28,0.7778
2723,2024-10-29,0.4075
2724,2024-10-30,-0.7635
2725,2024-10-31,-4.989
2726,2024-11-01,1.0614
2727,2024-11-04,-0.5434
2728,2024-11-05,3.0288
2729,2024-11-06,6.1895
2730,2024-11-07,1.941
2731,2024-11-08,1.0892
2732,2024-11-11,0.24
2733,2024-11-12,-0.784
2734,2024-11-13,0.1224
2735,2024-11-14,-1.6256
2736,2024-11-15,-3.2486
2737,2024-11-18,1.0304
2738,2024-11-19,0.9195
2739,2024-11-20,0.0854
2740,2024-11-21,1.3492
2741,2024-11-22,0.7798
2742,2024-11-25,0.8534
2743,2024-11-26,1.3124
2744,2024-11-27,-0.7647
2745,2024-11-29,1.5606
2746,2024-12-02,0.4513
2747,2024-12-03,0.1169
2748,2024-12-04,1.56
2749,2024-12-05,-0.415
2750,2024-12-06,0.4772
2751,2024-12-09,-1.3011
2752,2024-12-10,-0.7847
2753,2024-12-11,1.9406
2754,2024-12-12,-1.3018
2755,2024-12-13,-0.05
2756,2024-12-16,1.0738
2757,2024-12-17,-1.0404
2758,2024-12-18,-7.6247
2759,2024-12-19,-0.0774
2760,2024-12-20,2.162
2761,2024-12-23,1.5046
2762,2024-12-24,2.7855
2763,2024-12-26,0.0168
2764,2024-12-27,-2.6667
2765,2024-12-30,-2.8923
2766,2024-12-31,-0.9185
